Animal,Mês,Estação,Km,Trecho,Sentido,Trecho macro,Hora da Coleta,Tipo De Pistas,Numero de Pistas,Tipo de Pavimento,Numero de Faixas,Velocidade Maxima,Tipo da Chuva,Intervencao,Vazamento,Agua?,Vegetação Baixa?,capimAlto,Arbustos,Floresta,Local,Com filhotes?,Faixa de Horario,Faixa de Quilometragem
preguiça-comum,11,Primavera,81,5,RJ,Serra,09:40:00,Sem divisão,1,Pavimento semi-flexível,2,60,Sem chuva,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 09 e 12,Entre 75 e 100
falsa-coral,11,Primavera,84,5,RJ,Serra,09:18:00,Sem divisão,1,Pavimento flexível (asfalto),2,80,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 09 e 12,Entre 75 e 100
sagui-de-tufos-brancos,11,Primavera,67,6,JF,Planalto,10:29:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 09 e 12,Entre 50 e 75
gambá-de-orelha-preta,11,Primavera,74,6,JF,Serra,08:33:00,Sem divisão,1,Pavimento flexível (asfalto),2,60,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 09,Entre 50 e 75
frango-d'água-comum,11,Primavera,17,11,JF,Planalto,10:08:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Faixa New Jersey,Desconhecido,Entre 09 e 12,Entre 0 e 25
rã-manteiga,11,Primavera,40,9,RJ,Planalto,11:28:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Faixa New Jersey,Desconhecido,Entre 09 e 12,Entre 25 e 50
tesourinha,11,Primavera,41,9,JF,Planalto,09:46:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 09 e 12,Entre 25 e 50
teiú,11,Primavera,64,7,RJ,Planalto,11:50:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,60,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 09 e 12,Entre 50 e 75
ouriço-cacheiro,12,Primavera,87,4,RJ,Serra,11:22:00,Sem divisão,1,Pavimento semi-flexível,2,60,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 09 e 12,Entre 75 e 100
saíra-amarela,12,Primavera,21,11,RJ,Planalto,13:57:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 15,Entre 0 e 25
alma-de-gato,12,Primavera,80,5,RJ,Serra,17:00:00,Sem divisão,1,Pavimento flexível (asfalto),2,60,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Entre 15 e 18,Entre 75 e 100
falsa-coral,12,Primavera,69,6,JF,Planalto,12:48:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 15,Entre 50 e 75
preguiça-comum,12,Verão,86,4,JF,Serra,11:10:00,Sem divisão,1,Pavimento rígido,2,60,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 09 e 12,Entre 75 e 100
ouriço-cacheiro,1,Verão,18,11,JF,Planalto,10:27:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 09 e 12,Entre 0 e 25
suiriri,1,Verão,30,10,JF,Planalto,10:17:00,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 09 e 12,Entre 25 e 50
ouriço-cacheiro,1,Verão,32,10,JF,Planalto,10:08:00,Canteiro divisório,2,Pavimento flexível (asfalto),4,80,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 09 e 12,Entre 25 e 50
vira-bosta,1,Verão,42,9,RJ,Planalto,11:38:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 09 e 12,Entre 25 e 50
sagui-de-tufos-brancos,1,Verão,66,6,JF,Planalto,Desconhecido,Defensa Metálica,2,Pavimento flexível (asfalto),3,60,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Desconhecido,Entre 50 e 75
ouriço-cacheiro,2,Verão,77,5,RJ,Serra,10:10:00,Sem divisão,1,Pavimento flexível (asfalto),2,60,Chuva fina,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 09 e 12,Entre 75 e 100
gambá-de-orelha-preta,2,Verão,99,3,RJ,Serra,00:53:00,Sem divisão,1,Pavimento flexível (asfalto),2,110,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 00 e 03,Entre 75 e 100
gambá-de-orelha-preta,2,Verão,68,6,JF,Planalto,09:21:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 09 e 12,Entre 50 e 75
pica-pau-verde-barrado,2,Verão,79,5,JF,Serra,09:00:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 09 e 12,Entre 75 e 100
capivara,2,Verão,42,9,JF,Planalto,01:25:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,80,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 00 e 03,Entre 25 e 50
ouriço-cacheiro,2,Verão,11,12,JF,Planalto,10:16:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 09 e 12,Entre 0 e 25
gambá-de-orelha-preta,2,Verão,89,4,JF,Serra,08:13:00,Sem divisão,1,Pavimento flexível (asfalto),2,60,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 09,Entre 75 e 100
guariba,3,Verão,816,14,JF,Planalto,17:17:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 15 e 18,Entre 800 e 825
capivara,3,Outono,38,9,JF,Planalto,23:26:00,Barreira rígida (New Jersey),3,Pavimento flexível (asfalto),2,110,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 21 e 00,Entre 25 e 50
jaguatirica,3,Outono,826,13,RJ,Planalto,20:30:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 18 e 21,Entre 825 e 850
capivara,4,Outono,50,8,RJ,Planalto,01:07:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 00 e 03,Entre 25 e 50
mão-pelada,4,Outono,116,1,RJ,Baixada,03:50:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 03 e 06,Entre 100 e 125
guariba,4,Outono,806,15,JF,Planalto,11:30:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 09 e 12,Entre 800 e 825
preguiça-comum,4,Outono,92,4,JF,Serra,16:30:00,Sem divisão,1,Pavimento flexível (asfalto),2,60,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 15 e 18,Entre 75 e 100
ouriço-cacheiro,4,Outono,90,4,JF,Serra,08:25:00,Sem divisão,1,Pavimento semi-flexível,2,60,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 09,Entre 75 e 100
cachorro-do-mato,5,Outono,816,14,JF,Planalto,05:28:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,60,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 03 e 06,Entre 800 e 825
lobo-guará,5,Outono,819,14,JF,Planalto,06:35:00,Defensa Metálica,2,Pavimento flexível (asfalto),5,110,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 09,Entre 800 e 825
capivara,5,Outono,32,10,RJ,Planalto,00:55:00,Sem divisão,1,Pavimento flexível (asfalto),2,90,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 00 e 03,Entre 25 e 50
sagui-de-tufos-brancos,5,Outono,66,6,RJ,Planalto,13:18:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 15,Entre 50 e 75
rolinha-caldo-de-feijão,5,Outono,61,7,RJ,Planalto,11:42:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,60,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 09 e 12,Entre 50 e 75
suindara,5,Outono,115,2,RJ,Baixada,01:50:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),8,110,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 00 e 03,Entre 100 e 125
quati,5,Outono,32,10,JF,Planalto,15:10:00,Canteiro divisório,2,Pavimento flexível (asfalto),4,60,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 15 e 18,Entre 25 e 50
jurujuva-verde,6,Outono,91,4,RJ,Serra,12:00:00,Sem divisão,1,Pavimento flexível (asfalto),2,80,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 15,Entre 75 e 100
araçari-poca,6,Outono,68,6,JF,Planalto,10:00:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 09 e 12,Entre 50 e 75
lobo-guará,6,Inverno,818,14,JF,Planalto,23:05:00,Defensa Metálica,2,Pavimento flexível (asfalto),2,110,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 21 e 00,Entre 800 e 825
sagui-de-tufos-brancos,6,Inverno,93,4,JF,Serra,11:28:00,Sem divisão,1,Pavimento flexível (asfalto),2,60,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 09 e 12,Entre 75 e 100
sagui-de-tufos-brancos,6,Inverno,96,3,RJ,Serra,12:50:00,Sem divisão,1,Pavimento flexível (asfalto),2,80,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 15,Entre 75 e 100
gambá-de-orelha-preta,7,Inverno,14,12,JF,Planalto,10:00:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,60,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 09 e 12,Entre 0 e 25
tapeti,7,Inverno,87,4,JF,Serra,10:15:00,Sem divisão,1,Pavimento flexível (asfalto),2,60,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 09 e 12,Entre 75 e 100
gambá-de-orelha-preta,7,Inverno,74,6,RJ,Serra,21:50:00,Sem divisão,1,Pavimento flexível (asfalto),2,60,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 21 e 00,Entre 50 e 75
caxinguelê,7,Inverno,88,4,JF,Serra,12:09:00,Sem divisão,1,Pavimento flexível (asfalto),2,60,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 15,Entre 75 e 100
coruja-orelhuda,7,Inverno,815,14,RJ,Planalto,22:15:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,60,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 21 e 00,Entre 800 e 825
falcão-caburé,7,Inverno,77,5,RJ,Serra,10:26:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,60,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 09 e 12,Entre 75 e 100
pombo-comum,7,Inverno,9,12,JF,Planalto,09:44:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 09 e 12,Entre 0 e 25
pombo-comum,7,Inverno,10,12,RJ,Planalto,10:14:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 09 e 12,Entre 0 e 25
paca,7,Inverno,34,10,JF,Planalto,03:20:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 03 e 06,Entre 25 e 50
ouriço-cacheiro,7,Inverno,56,7,RJ,Planalto,06:49:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 09,Entre 50 e 75
cachorro-do-mato,7,Inverno,44,9,JF,Planalto,23:05:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 21 e 00,Entre 25 e 50
maritaca,7,Inverno,43,9,JF,Planalto,07:34:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 09,Entre 25 e 50
ouriço-cacheiro,7,Inverno,69,6,RJ,Planalto,09:00:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 09 e 12,Entre 50 e 75
falsa-coral,7,Inverno,75,6,RJ,Serra,11:20:00,Sem divisão,1,Pavimento flexível (asfalto),2,80,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 09 e 12,Entre 50 e 75
coruja-orelhuda,7,Inverno,18,11,RJ,Planalto,11:39:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 09 e 12,Entre 0 e 25
cuíca-quatro-olhos,7,Inverno,69,6,RJ,Planalto,15:00:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 15 e 18,Entre 50 e 75
alma-de-gato,7,Inverno,90,4,RJ,Serra,13:00:00,Sem divisão,1,Pavimento rígido,2,60,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 15,Entre 75 e 100
cachorro-do-mato,7,Inverno,16,11,RJ,Planalto,07:30:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 09,Entre 0 e 25
urubu-preto,7,Inverno,16,11,JF,Planalto,07:15:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 06 e 09,Entre 0 e 25
tapeti,7,Inverno,40,9,JF,Planalto,03:35:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 03 e 06,Entre 25 e 50
siriema,7,Inverno,47,8,JF,Planalto,10:25:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 09 e 12,Entre 25 e 50
preguiça-comum,7,Inverno,96,3,RJ,Serra,11:30:00,Sem divisão,2,Pavimento flexível (asfalto),2,60,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 09 e 12,Entre 75 e 100
lobo-guará,8,Inverno,803,16,JF,Planalto,22:00:00,Defensa Metálica,2,Pavimento flexível (asfalto),3,80,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 21 e 00,Entre 800 e 825
suindara,8,Inverno,36,9,RJ,Planalto,07:35:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,80,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 09,Entre 25 e 50
morcego,8,Inverno,42,9,JF,Planalto,10:30:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 09 e 12,Entre 25 e 50
gambá-de-orelha-preta,8,Inverno,97,3,RJ,Serra,11:30:00,Sem divisão,1,Pavimento flexível (asfalto),2,80,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 09 e 12,Entre 75 e 100
suindara,8,Inverno,806,15,RJ,Planalto,06:20:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 06 e 09,Entre 800 e 825
capivara,8,Inverno,810,15,RJ,Planalto,21:15:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 21 e 00,Entre 800 e 825
coruja-orelhuda,8,Inverno,50,8,JF,Planalto,14:15:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 15,Entre 25 e 50
coruja-do-mato,8,Inverno,74,6,JF,Serra,01:57:00,Sem divisão,2,Pavimento flexível (asfalto),1,60,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Entre 00 e 03,Entre 50 e 75
tamanduá-mirim,8,Inverno,817,14,RJ,Planalto,04:50:00,Defensa Metálica,2,Pavimento flexível (asfalto),6,110,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 03 e 06,Entre 800 e 825
gambá-de-orelha-preta,8,Inverno,820,14,JF,Planalto,14:10:00,Defensa Metálica,2,Pavimento flexível (asfalto),6,80,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 15,Entre 800 e 825
sagui-de-tufos-brancos,9,Inverno,101,3,JF,Serra,12:10:00,Sem divisão,2,Pavimento flexível (asfalto),4,70,Chuva fina,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 15,Entre 100 e 125
sagui-de-tufos-brancos,9,Inverno,810,15,RJ,Planalto,12:45:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,70,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 15,Entre 800 e 825
sagui-de-tufos-brancos,9,Inverno,810,15,RJ,Planalto,12:45:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,70,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 15,Entre 800 e 825
coruja-orelhuda,9,Inverno,85,5,JF,Serra,14:58:00,Sem divisão,1,Pavimento rígido,2,70,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Acostamento,Desconhecido,Entre 12 e 15,Entre 75 e 100
gambá-de-orelha-preta,9,Primavera,43,9,JF,Planalto,10:06:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,80,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 09 e 12,Entre 25 e 50
tapeti,9,Primavera,86,4,JF,Serra,05:20:00,Sem divisão,1,Pavimento flexível (asfalto),2,60,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 03 e 06,Entre 75 e 100
coruja-orelhuda,9,Primavera,114,2,JF,Baixada,02:15:00,Barreira rígida (New Jersey),3,Pavimento flexível (asfalto),3,110,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 00 e 03,Entre 100 e 125
capivara,9,Primavera,68,6,JF,Planalto,00:45:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 00 e 03,Entre 50 e 75
pombo-comum,10,Primavera,60,7,JF,Planalto,16:40:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,Desconhecido,sim,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 15 e 18,Entre 50 e 75
gambá-de-orelha-preta,10,Primavera,81,5,RJ,Serra,12:43:00,Sem divisão,1,Pavimento semi-flexível,3,60,Sem chuva,não,Desconhecido,não,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Pista de rolamento,Desconhecido,Entre 12 e 15,Entre 75 e 100
